安全	aq
不足为怪	bzwg
包在我身上	bzwu
奔走相告	bzxg
憋在心里	bzxl
不在意	bzy
不足与谋	bzym
不赞一词	bzyc
才能	cn
错误	cw
采取	cq
参考	ck
从来	cl
聪明	cm
从不	cb
从头	ct
才行	cx
存盘	cp
残暴不仁	cbbr
残兵败将	cbbj
寸步不离	cbbl
惨白惨白	cbcb
残编断简	cbdj
词不达意	cbdy
猝不及防	cbjf
财不露白	cblb
残杯冷炙	cblv
寸步难行	cbnx
寸步难移	cbny
惨不忍睹	cbrd
草本植物	cbvw
才薄智浅	cbvq
慈悲为怀	cbwh
苍白无力	cbwl
措辞不当	ccbd
寸草不留	ccbl
参差不齐	ccbq
寸草不生	ccbu
参差不一	ccby
参差错落	cccl
层层叠叠	ccdd
匆匆过客	ccgk
草草了事	cclu
匆匆忙忙	ccmm
凑凑热闹	ccrn
草草收场	ccui
草草收尾	ccuw
草草收兵	ccub
从此以后	ccyh
从大到小	cddx
刺刀见红	cdjh
才德兼备	cdjb
财大气粗	cdqc
此地无银三百两	cdwl
此地无银	cdwy
次贷危机	cdwj
从恶如崩	cerb
此风不可长	cfbv
餐风沐雨	cfmy
餐风宿露	cfsl
村夫俗子	cfsz
餐风饮露	cfyl
藏富于民	cfym
才高八斗	cgbd
从古到今	cgdj
从高到低	cgdd
残羹冷炙	cglv
才高气清	cgqq
凑个热闹	cgrn
残羹剩饭	cguf
从古至今	cgvj
菜过五味	cgww
挫骨扬灰	cgyh
残花败柳	chbl
采花大盗	chdd
从何而来	chel
聪慧过人	chgr
才华盖世	chgu
才华横溢	chhy
仓皇出逃	chit
才华出众	chiv
厝火积薪	chjx
词汇量	chl
错恨难返	chnf
慈航普度	chpd
沧海桑田	chst
仓皇失措	chuc
从何说起	chuq
沧海一粟	chys
沧海遗珠	chyv
存乎一心	chyx
此话怎讲	chzj
摧城拔寨	cibv
此唱彼和	cibh
层出不穷	cibq
蹭吃蹭喝	cich
粗茶淡饭	cidf
擦出火花	cihh
从长计议	cijy
草船借箭	cijj
从长远看	ciyk
曾经沧海	cjch
曾经沧海难为水	cjcu
采菊东篱	cjdl
采菊东篱下	cjdx
擦肩而过	cjeg
曾几何时	cjhu
惨绝人寰	cjrh
从谏如流	cjrl
草菅人命	cjrm
从俭入奢易	cjry
从今天起	cjtq
从今天开始	cjtu
从今往后	cjwh
从今以后	cjyh
辞旧迎新	cjyx
促进作用	cjzy
仓颉造字	cjzz
参考参考	ckck
从宽发落	ckfl
摧枯拉朽	cklx
此路不通	clbt
从来不用	clby
从来不会	clbh
错漏百出	clbi
猜来猜去	clcq
错了错了	clcl
蹙了蹙眉	clcm
灿烂夺目	cldm
层峦叠嶂	cldv
丛林法则	clfz
灿烂辉煌	clhh
层林尽染	cljr
从零开始	clku
从来没有	clmy
从令如流	clrl
惨绿少年	clun
藏龙卧虎	clwh
财力雄厚	clxh
错落有致	clyv
参谋参谋	cmcm
聪明才智	cmcv
慈母多败儿	cmde
侧目而视	cmeu
从没见过	cmjg
草木皆兵	cmjb
聪明绝顶	cmjd
聪明反被聪明误	cmfw
聪明过人	cmgr
聪明伶俐	cmll
从明天开始	cmtu
从明天起	cmtq
慈眉善目	cmum
才貌双全	cmuq
聪明之处	cmvi
摧眉折腰	cmvy
财迷心窍	cmxq
猜枚行令	cmxl
草木一秋	cmyq
草木一春	cmyi
策马扬鞭	cmyb
聪明一世	cmyu
草莽英雄	cmyx
从没有过	cmyg
从南到北	cndb
从那以后	cnyh
残篇断简	cpdj
此起彼伏	cqbf
此起彼落	cqbl
残缺不全	cqbq
此情此景	cqcj
从轻发落	cqfl
才气过人	cqgr
从轻处置	cqiv
猜拳行令	cqxl
藏巧于拙	cqyv
擦枪走火	cqzh
此曲只应天上有	cqvy
从容不迫	crbp
灿若繁星	crfx
催人奋进	crfj
从容就义	crjy
催人泪下	crlx
灿若群星	crqx
翠绕珠围	crvw
灿若星辰	crxi
从容应对	cryd
从容自若	crzr
寸丝不挂	csbg
苍松翠柏	cscb
财色兼收	csju
沧桑坎坷	cskk
才思敏捷	csmj
寸土寸金	ctcj
寸土不让	ctbr
寸土必争	ctbv
从头到尾	ctdw
从头到脚	ctdj
从天而降	ctej
从头彻尾	ctiw
从头开始	ctku
藏头露尾	ctlw
从头来过	ctlg
蹉跎岁月	ctsy
从头至尾	ctvw
残汤剩饭	ctuf
从头说起	ctuq
粗通文墨	ctwm
从头再来	ctzl
苍天在上	ctzu
测试版	cub
措手不及	cubj
此时此地	cucd
此时此刻	cuck
此生此世	cucu
从上到下	cudx
搓手顿脚	cudj
擦身而过	cueg
从上而下	cuex
才识过人	cugr
错上加错	cujc
蚕食鲸吞	cujt
错失良机	culj
厕身其间	cuqj
从善如流	curl
从善如登	curd
从奢入俭难	curn
才疏识浅	cuuq
藏身之地	cuvd
藏身之处	cuvi
从始至终	cuvv
此时无声胜有声	cuwu
此生无憾	cuwh
才疏学浅	cuxq
次生灾害	cuzh
此长彼消	cvbx
粗枝大叶	cvdy
操之过急	cvgj
才智过人	cvgr
财政赤字	cviz
粗制滥造	cvlz
藏之名山，传之其人	cvmr
财政危机	cvwj
侧重于	cvy
从中渔利	cvyl
残渣余孽	cvyn
粗中有细	cvyx
藏着掖着	cvyv
草长莺飞	cvyf
从中作梗	cvzg
错误百出	cwbi
从无到有	cwdy
篡位夺权	cwdq
从未见过	cwjg
存亡绝续	cwjx
藏污纳垢	cwng
惨无人道	cwrd
从未有过	cwyg
此消彼长	cxbv
操心操心	cxcx
粗心大意	cxdy
从小到大	cxdd
从下到上	cxdu
促膝而谈	cxet
促膝长谈	cxit
藏形匿影	cxny
才想起来	cxql
从心所欲	cxsy
促膝谈心	cxtx
慈禧太后	cxth
雌雄同体	cxtt
促膝夜谈	cxyt
从现在开始	cxzu
采阴补阳	cyby
参与参与	cycy
残垣断壁	cydb
从右到左	cydz
苍蝇不叮无缝的蛋	cybd
从一而终	cyev
财源广进	cygj
财源滚滚	cygg
财运亨通	cyht
粗言秽语	cyhy
此言差矣	cyiy
才有可能	cykn
从一开始	cyku
呲牙咧嘴	cylz
村野匹夫	cypf
从业人员	cyry
寸有所长	cysi
此一时，彼一时	cyuu
恻隐之心	cyvx
从早到晚	czdw
从左到右	czdy
错综复杂	czfz
嘈杂纷乱	czfl
才子佳人	czjr
踩在脚下	czjx
存在即合理	czjl
错字连篇	czlp
藏踪蹑迹	cznj
厕足其间	czqj
惨遭屠戮	cztl
操作系统	czxt
代表	db
地方	df
东西	dx
到了	dl
代替	dt
打熬筋骨	dajg
敌暗我明	dawm
大半辈子	dbbz
打抱不平	dbbp
断壁残垣	dbcy
断编残简	dbcj
大包大揽	dbdl
得不到的	dbdd
打扮打扮	dbdb
大悲大喜	dbdx
大败而归	dbeg
打不出	dbi
打不出来	dbil
打不出字	dbiz
大病初愈	dbiy
大部分人	dbfr
对簿公堂	dbgt
躲不过十五	dbgw
打不还手	dbhu
得不偿失	dbiu
东不成西不就	dbij
大败亏输	dbku
大不了	dbl
打不了字	dblz
大不列颠	dbld
大步流星	dblx
第比利斯	dbls
多边贸易	dbmy
淡泊明志	dbmv
淡泊名利	dbml
德不配位	dbpw
调兵遣将	dbqj
倒背如流	dbrl
大不如前	dbrq
代表人物	dbrw
东边日出西边雨	dbry
大白若辱	dbrr
大笔如椽	dbri
大白天	dbt
大白天说梦话	dbth
道不同不相为谋	dbtm
独步天下	dbtx
断壁颓垣	dbty
打遍天下无敌手	dbtu
灯不挑不亮	dbtl
待办事项	dbux
多不胜数	dbuu
道不拾遗	dbuy
都不知道	dbvd
倒不至于	dbvy
打不着狐狸惹身骚	dbvs
都不喜欢	dbxh
短兵相接	dbxj
东奔西跑	dbxp
东奔西走	dbxz
大白于天下	dbyx
大饱眼福	dbyf
大病一场	dbyi
独步一时	dbyu
倒不一定	dbyd
都不一样	dbyy
单兵作战	dbzv
蹬鼻子上脸	dbzl
貂不足，狗尾续	dbzx
多才多艺	dcdy
大慈大悲	dcdb
多藏厚亡	dchw
德才兼备	dcjb
得寸进尺	dcji
打错了	dcl
打错了算盘	dclp
大错特错	dctc
多财善贾	dcug
到此为止	dcwv
大材小用	dcxy
到此一游	dcyy
点灯熬油	dday
咄咄逼人	ddbr
胆大包天	ddbt
担当不起	ddbq
多多包涵	ddbh
多多保重	ddbv
喋喋不休	ddbx
动荡不安	ddba
当断不断	ddbd
当断不断，反受其乱	ddbl
躲躲藏藏	ddcc
点点滴滴	dddd
大敌当前	dddq
独断独行	dddx
大大方方	ddff
单刀赴会	ddfh
大动干戈	ddgg
多多关照	ddgv
咄咄怪事	ddgu
躲得过初一	ddgy
打断骨头连着筋	ddgj
颠倒黑白	ddhb
打道回府	ddhf
打得火热	ddhr
大打出手	ddiu
得道成仙	ddix
大大降低	ddjd
点到即止	ddjv
大刀阔斧	ddkf
得到了	ddl
大大咧咧	ddll
道德沦丧	ddls
躲得了初一	ddly
躲得了初一躲不过十五	ddlw
弟弟妹妹	ddmm
打打闹闹	ddnn
动动脑子	ddnz
跌宕起伏	ddqf
颠倒乾坤	ddqk
道德情操	ddqc
的的确确	ddqq
对答如流	ddrl
打动人心	ddrx
大队人马	ddrm
哆哆嗦嗦	ddss
点点头	ddt
大道同源	ddty
大大提高	ddtg
颠倒是非	dduf
地动山摇	dduy
大多数人	ddur
动动手指	dduv
敌对势力	ddul
多动症	ddv
当地政府	ddvf
大打折扣	ddvk
单刀直入	ddvr
兜兜转转	ddvv
独断专行	ddvx
多多指教	ddvj
当打之年	ddvn
地大物博	ddwb
当代文学	ddwx
点到为止	ddwv
东躲西藏	ddxc
代代相传	ddxi
东倒西歪	ddxw
断断续续	ddxx
堵得要死	ddys
独当一面	ddym
倒打一耙	ddyp
淡淡一笑	ddyx
大大增加	ddzj
大大增强	ddzq
当耳边风	debf
大恩不言谢	debx
大恩大德	dedd
得而复失	defu
大耳刮子	degz
第二个月	degy
第二个星期	degq
大而化之	dehv
第二季度	dejd
当耳旁风	depf
第二人称	deri
第二志愿	devy
淡而无味	deww
大而无当	dewd
等而下之	dexv
大而言之	deyv
东方不亮西方亮	dfbl
当风秉烛	dfbv
大发慈悲	dfcb
大富大贵	dfdg
大风大浪	dfdl
巅峰对决	dfdj
洞房花烛	dfhv
洞房花烛夜	dfhy
大放厥词	dfjc
大发雷霆	dflt
大发牢骚	dfls
东方明珠	dfmv
大腹便便	dfpp
达·芬奇	dfqi
答非所问	dfsw
倒反天罡	dftg
电风扇	dfu
打发时间	dfuj
大发善心	dfux
大幅上扬	dfuy
大幅上升	dfuu
大幅上涨	dfuv
挡风遮雨	dfvy
大方之家	dfvj
大费周章	dfvv
巅峰之作	dfvz
地方政府	dfvf
豆腐渣工程	dfvi
大方无隅	dfwy
东方文化	dfwh
东方文明	dfwm
大幅下跌	dfxd
大幅下挫	dfxc
大幅下降	dfxj
大放异彩	dfyc
东风压倒西风	dfyf
荡妇淫娃	dfyw
顶风作案	dfza
道法自然	dfzr
登峰造极	dfzj
毒副作用	dfzy
打翻在地	dfzd
打个包	dgb
打个比方	dgbf
丢官罢职	dgbv
打个电话	dgdh
大功告成	dggi
电光火石	dghu
打狗还得看主人	dghr
打个岔	dgi
刀光剑影	dgjy
倒挂金钩	dgjg
倒挂金钟	dgjv
多功能	dgn
渡过难关	dgng
大过年的	dgnd
顶个屁用	dgpy
得过且过	dgqg
地广人稀	dgrx
打官司	dgs
帝国主义	dgvy
达观知命	dgvm
打个招呼	dgvh
大国重器	dgvq
大公无私	dgws
德高望重	dgwv
登高望远	dgwy
多管闲事	dgxu
多个心眼	dgxy
达官显贵	dgxg
登高一呼	dgyh
道高一尺	dgyi
道高一尺，魔高一丈	dgyv
打躬作揖	dgzy
定国安邦	dgab
大喊大叫	dhdj
大红大绿	dhdl
大红大紫	dhdz
大呼过瘾	dhgy
灯火辉煌	dhhh
大好河山	dhhu
电话号码	dhhm
电话会议	dhhy
大合唱	dhi
打黑除恶	dhie
灯红酒绿	dhjl
刁滑奸诈	dhjv
大汗淋漓	dhll
大祸临头	dhlt
大海捞针	dhlv
大好年华	dhnh
大获全胜	dhqu
打虎亲兄弟	dhqd
对号入座	dhrz
大好时光	dhug
定海神针	dhuv
大呼小叫	dhxj
大好形势	dhxu
打回原形	dhyx
东海扬尘	dhyi
大差不差	dibi
大吹大擂	didl
大彻大悟	didw
大仇得报	didb
大吹法螺	difl
独出机杼	dijv
东床快婿	dikx
洞察力	dil
洞察其奸	diqj
断肠人在天涯	diry
得偿所愿	disy
倒持泰阿	dite
东窗事发	diuf
冬虫夏草	dixc
雕虫小技	dixj
洞察一切	diyq
打成一片	diyp
达成一致	diyv
打击报复	djbf
滴酒不沾	djbv
短见薄识	djbu
低级错误	djcw
断简残编	djcb
待价藏珠	djcv
对酒当歌	djdg
大江东去	djdq
大吉大利	djdl
大奸大恶	djde
打架斗殴	djdo
待价而沽	djeg
大家风范	djff
大将风度	djfd
刀锯斧钺	djfy
大驾光临	djgl
大家闺秀	djgx
大家好	djh
独具慧眼	djhy
殚精竭虑	djjl
等价交换	djjh
堆金积玉	djjy
渡尽劫波兄弟在	djjz
当机立断	djld
弹尽粮绝	djlj
打鸡骂狗	djmg
大江南北	djnb
低级趣味	djqw
堆积如山	djru
第几天	djt
地久天长	djti
独具特色	djts
倒计时	dju
待机时间	djuj
担惊受怕	djup
大惊失色	djus
短斤少两	djul
点睛之笔	djvb
独具只眼	djvy
当局者迷	djvm
斗酒只鸡	djvj
大局为重	djwv
但讲无妨	djwf
大惊小怪	djxg
大街小巷	djxx
大局已定	djyd
独具一格	djyg
定睛一看	djyk
度君子之腹	djzf
当家做主	djzv
斗鸡走狗	djzg
东京大学	djdx
大可不必	dkbb
大快朵颐	dkdy
大口大口	dkdk
夺眶而出	dkei
大开方便之门	dkfm
多快好省	dkhu
大口喘气	dkiq
抵抗力	dkl
大开绿灯	dkld
都可能	dkn
豆蔻年华	dknh
丢盔弃甲	dkqj
大快人心	dkrx
刀口舔血	dktx
打开天窗说亮话	dkth
大开杀戒	dkuj
待客之道	dkvd
大块文章	dkwv
丢盔卸甲	dkxj
单口相声	dkxu
大开眼界	dkyj
倒了八辈子霉	dlbm
得理不饶人	dlbr
的黎波里	dlbl
得来不易	dlby
点了点头	dldt
跺了跺脚	dldj
掂量掂量	dldl
定了定神	dldu
多劳多得	dldd
颠鸾倒凤	dldf
颠来倒去	dldq
独来独往	dldw
夺路而逃	dlet
独领风骚	dlfs
打了个电话	dlgh
雕梁画栋	dlhd
雕龙画凤	dlhf
大路朝天，各走一边	dlib
大力金刚指	dljv
大力加强	dljq
打了鸡血	dljx
滴溜溜转	dllv
顶礼膜拜	dlmb
得了便宜还卖乖	dlpg
多了去了	dlql
砥砺前行	dlqx
得来全不费工夫	dlqf
等量齐观	dlqg
地利人和	dlrh
独立思考	dlsk
冬练三九	dlsj
地老天荒	dlth
大浪淘沙	dltu
锻炼身体	dlut
打了水漂	dlup
栋梁之材	dlvc
大力支持	dlvi
得陇望蜀	dlwu
独立王国	dlwg
东拉西扯	dlxi
鼎力相助	dlxv
丢了西瓜	dlxg
大老爷们	dlym
打了一架	dlyj
打了一顿	dlyd
到了最后	dlzh
独立自主	dlzv
道貌岸然	dmar
大门不出	dmbi
独木不成林	dmbl
登门拜访	dmbf
大门不出二门不迈	dmbm
代名词	dmc
大名鼎鼎	dmdd
大模大样	dmdy
夺门而出	dmei
当面鼓对面锣	dmgl
打马虎眼	dmhy
低眉垂目	dmim
大梦初醒	dmix
大马金刀	dmjd
当面锣对面鼓	dmlg
独门秘籍	dmmj
多米诺骨牌	dmnp
独木难支	dmnv
多米尼加	dmnj
多米尼克	dmnk
到目前为止	dmqv
倒霉死了	dmsl
多媒体	dmt
多谋善断	dmud
低眉顺眼	dmuy
大马士革	dmug
大拇指	dmv
低眉折腰	dmvy
敌明我暗	dmwa
等米下锅	dmxg
当面一套	dmyt
大逆不道	dnbd
大难不死	dnbs
大难不死，必有后福	dnbf
顿涅茨克	dnck
低能儿	dne
大年初一	dniy
大难临头	dnlt
大难临头各自飞	dnlf
对牛弹琴	dntq
东南西北	dnxb
东南亚	dny
多年以来	dnyl
多年以后	dnyh
当牛做马	dnzm
对你来说	dnlu
东南大学	dndx
颠扑不破	dpbp
大排档	dpd
颠沛流离	dpll
地痞流氓	dplm
箪瓢陋巷	dplx
打破砂锅	dpug
打破砂锅问到底	dpud
东坡肘子	dpvz
东拼西凑	dpxc
东跑西颠	dpxd
独辟蹊径	dpxj
短篇小说	dpxu
大胖小子	dpxz
得便宜卖乖	dpyg
跌破眼镜	dpyj
大巧不工	dqbg
刀枪不入	dqbr
底气不足	dqbz
堆砌辞藻	dqcz
大起大落	dqdl
多情多义	dqdy
荡气回肠	dqhi
冬去春来	dqil
打起精神	dqju
断情绝爱	dqja
刀枪剑戟	dqjj
打起来了	dqll
打情骂俏	dqmq
大气磅礴	dqpb
大权旁落	dqpl
单枪匹马	dqpm
搭桥牵线	dqqx
的确如此	dqrc
刀枪入库	dqrk
大巧若拙	dqrv
得其所哉	dqsz
底气十足	dquz
大千世界	dquj
敌强我弱	dqwr
但求无过	dqwg
大器晚成	dqwi
东瞧西看	dqxk
大权在握	dqzw
大人不记小人过	drbg
当仁不让	drbr
打人不打脸	drbl
大仁大义	drdy
洞若观火	drgh
淡然处之	driv
待人接物	drjw
端人家碗，受人家管	drjg
遁入空门	drkm
冬日可爱	drka
打入冷宫	drlg
呆若木鸡	drmj
多如牛毛	drnm
短篇	drp
淡若清风	drqf
度日如年	drrn
得饶人处且饶人	drrr
夺人所爱	drsa
夺人所好	drsh
动如脱兔	drtt
代人受过	drug
断人生死	drus
达人知命	drvm
大人物	drw
荡然无存	drwc
吊人胃口	drwk
动人心魄	drxp
动人心弦	drxx
丢人现眼	drxy
低人一等	dryd
待人以诚	dryi
大人有大量	dryl
淡然一笑	dryx
荡然一空	dryk
第三遍	dsb
抵死不从	dsbc
单丝不成线	dsbx
第三方	dsf
第三个月	dsgy
第三个星期	dsgq
第四季度	dsjd
抖擞精神	dsju
丢三落四	dsls
爹死娘嫁人，各人顾各人	dsnr
箪食瓢饮	dspy
第三者	dsv
低三下四	dsxs
跌停板	dtb
动弹不得	dtbd
当头棒喝	dtbh
低头不语	dtby
低头不见抬头见	dtbj
打听打听	dtdt
呆头呆脑	dtdn
得天独厚	dtdh
当头对面	dtdm
洞天福地	dtfd
党同伐异	dtfy
大庭广众	dtgv
点头哈腰	dthy
打铁趁热	dtir
倒头就睡	dtju
到头来	dtl
顶天立地	dtld
对他来说	dtlu
登堂入室	dtru
打退堂鼓	dttg
道听途说	dttu
刀头舔血	dttx
多退少补	dtub
顶头上司	dtus
大同世界	dtuj
点头之交	dtvj
点头致意	dtvy
大体相当	dtxd
东涂西抹	dtxm
大同小异	dtxy
大题小作	dtxz
当头一棒	dtyb
大手笔	dub
滴水不漏	dubl
大事不糊涂	dubt
对事不对人	dubr
多少次	duc
得失参半	ducb
得失寸心知	ducv
大是大非	dudf
大手大脚	dudj
端屎端尿	dudn
倒数第一	dudy
丁是丁，卯是卯	dudm
嗲声嗲气	dudq
大树底下好乘凉	dudl
大煞风景	dufj
单身贵族	dugz
刀山火海	duhh
大事化小	duhx
大事化小，小事化了	duhl
大受欢迎	duhy
箪食壶浆	duhj
点石成金	duij
滴水成冰	duib
大水冲了龙王庙	duim
大声疾呼	dujh
独守空房	dukf
电闪雷鸣	dulm
大水漫灌	dumg
多少年前	dunq
多少年来	dunl
读书破万卷	dupj
大事铺张	dupv
多少人	dur
大势所趋	dusq
大杀四方	dusf
大失所望	dusw
大赦天下	dutx
多少时间	duuj
多事之秋	duvq
但说无妨	duwf
多说无益	duwy
道是无晴却有晴	duwq
低声下气	duxq
低声细语	duxy
多少有点	duyd
多少有些	duyx
大势已去	duyq
独树一帜	duyv
独生子女	duzn
东山再起	duzq
独占鳌头	dvat
斗志昂扬	dvay
大智大慧	dvdh
动辄得咎	dvdj
斗智斗勇	dvdy
大政方针	dvfv
洞中方一日	dvfr
大众化	dvh
大展宏图	dvht
党政机关	dvjg
大智近妖	dvjy
打肿脸充胖子	dvlz
淡妆浓抹	dvnm
淡妆浓抹总相宜	dvny
大张旗鼓	dvqg
大展拳脚	dvqj
断章取义	dvqy
大智若愚	dvry
道之所存	dvsc
大战三百回合	dvsh
斗折蛇行	dvux
大致说来	dvul
敌众我寡	dvwg
当之无愧	dvwk
得之我幸	dvwx
大中型	dvx
胆战心惊	dvxj
东征西讨	dvxt
东张西望	dvxw
对症下药	dvxy
动之以情	dvyq
大为不同	dwbt
大为不满	dwbm
断无此理	dwcl
独往独来	dwdl
对我而言	dwey
达斡尔族	dwez
大为光火	dwgh
大为改观	dwgg
帝王将相	dwjx
读万卷书	dwju
对外开放	dwkf
跌无可跌	dwkd
对我来说	dwlu
当我没说	dwmu
敌我矛盾	dwmd
对外贸易	dwmy
大为恼火	dwnh
睹物思人	dwsr
党委书记	dwuj
当务之急	dwvj
弹丸之地	dwvd
挡我者死	dwvs
弹无虚发	dwxf
帝王心术	dwxu
东向而望，不见西墙	dxeq
倒吸了一口凉气	dxlq
带薪休假	dxxj
东想西想	dxxx
大兴安岭	dxal
打小报告	dxbg
大学毕业	dxby
多行不义必自毙	dxbb
大卸八块	dxbk
大刑伺候	dxch
多谢多谢	dxdx
大喜大悲	dxdb
涤瑕荡秽	dxdh
断线风筝	dxfv
大雪纷飞	dxff
大喜过望	dxgw
单膝跪地	dxgd
旦夕祸福	dxhf
短小精悍	dxjh
妒贤嫉能	dxjn
大相径庭	dxjt
大限将至	dxjv
道消魔长	dxmv
倒行逆施	dxnu
东西南北	dxnb
胆小怕事	dxpu
掉下去	dxq
独行其是	dxqu
大行其道	dxqd
大学期间	dxqj
大型企业	dxqy
胆小如鼠	dxru
动心忍性	dxrx
打小算盘	dxsp
大写锁定	dxsd
大兴土木	dxtm
大显神通	dxut
大显身手	dxuu
等闲视之	dxuv
等闲之辈	dxvb
旦夕之间	dxvj
断袖之癖	dxvp
大象无形	dxwx
得心应手	dxyu
打心眼里	dxyl
倒吸一口凉气	dxyq
到现在为止	dxzv
大洋彼岸	dyba
大言不惭	dybc
倒也罢了	dybl
东亚病夫	dybf
大有不同	dybt
多有不便	dybb
大有裨益	dyby
断垣残壁	dycb
大摇大摆	dydb
大鱼大肉	dydr
大眼瞪小眼	dydy
多有得罪	dydz
第一反应	dyfy
打预防针	dyfv
第一夫人	dyfr
第一个月	dygy
第一个星期	dygq
东一个西一个	dygg
党员干部	dygb
大鱼吃小鱼	dyiy
答疑解惑	dyjh
东一句西一句	dyjj
第一件事	dyju
第一季度	dyjd
大有可为	dykw
倒要看看	dykk
东一榔头西一棒	dylb
大义凛然	dylr
东一榔头西一棒子	dylz
电影明星	dymx
大义灭亲	dymq
得意门生	dymu
大雨滂沱	dypt
大雨瓢泼	dypp
掉以轻心	dyqx
大异其趣	dyqq
大雨倾盆	dyqp
低吟浅唱	dyqi
打一枪换个地方	dyqf
但愿如此	dyrc
大有人在	dyrz
第一人称	dyri
大雨如注	dyrv
第一桶金	dytj
当一天和尚撞一天钟	dytv
倒也是	dyu
第一时间	dyuj
德艺双馨	dyux
第一生产力	dyul
多一事不如少一事	dyuu
大意失荆州	dyuv
大洋洲	dyv
地缘政治	dyvv
大雅之堂	dyvt
得意之作	dyvz
第一志愿	dyvy
独一无二	dywe
得意忘形	dywx
大有文章	dywv
地狱无门闯进来	dywl
得鱼忘筌	dywq
得意忘言	dywy
等一下	dyx
东摇西摆	dyxb
大音希声	dyxu
第一现场	dyxi
得益于	dyy
第一印象	dyyx
盗亦有道	dyyd
大隐隐于市	dyyu
得意洋洋	dyyy
第一乐章	dyyv
大有作为	dyzw
胆子不小	dzbx
多姿多彩	dzdc
多嘴多舌	dzdu
多灾多难	dzdn
抵足而眠	dzem
鼎足而立	dzel
弟子服其劳	dzfl
刁钻古怪	dzgg
待字闺中	dzgv
大杂烩	dzh
断子绝孙	dzjs
达则兼济天下	dzjx
刁钻刻薄	dzkb
丁字裤	dzk
戴罪立功	dzlg
肚子里	dzl
鼎足三分	dzsf
带在身上	dzuu
带在身边	dzub
电子商务	dzuw
鼎足之势	dzvu
大做文章	dzwv
东走西顾	dzxg
打字员	dzy
独自一人	dzyr
电子邮箱	dzyx
地造一双	dzyu
刀子嘴豆腐心	dzzx
而是	eu
而且	eq
儿童	et
而已	ey
儿子	ez
恶搞	eg
而不	eb
耳机	ej
儿科	ek
恶劣	el
二者	ev
